Date,Region,StockCode,Units_Sold,Current_Stock,Reorder_Triggered
2011-05-09,United Kingdom,22720,4,650,0
2011-05-10,United Kingdom,22720,1,649,0
2011-05-12,United Kingdom,22720,1,648,0
2011-05-13,United Kingdom,22720,2,646,0
2011-05-16,United Kingdom,22720,2,644,0
2011-05-17,United Kingdom,22720,1,643,0
2011-05-31,United Kingdom,22720,3,640,0
2011-06-08,United Kingdom,22720,7,633,0
2011-06-09,United Kingdom,22720,39,594,0
2011-06-10,United Kingdom,22720,34,560,0
2011-06-12,United Kingdom,22720,14,546,0
2011-06-13,United Kingdom,22720,15,531,0
2011-06-14,United Kingdom,22720,67,464,0
2011-06-15,United Kingdom,22720,5,459,0
2011-06-16,United Kingdom,22720,214,245,0
2011-06-17,United Kingdom,22720,10,235,0
2011-06-19,United Kingdom,22720,11,224,0
2011-06-20,United Kingdom,22720,44,180,1
2011-06-21,United Kingdom,22720,2,998,0
2011-06-22,United Kingdom,22720,35,963,0
2011-06-23,United Kingdom,22720,46,917,0
2011-06-24,United Kingdom,22720,6,911,0
2011-06-26,United Kingdom,22720,2,909,0
2011-06-27,United Kingdom,22720,7,902,0
2011-06-28,United Kingdom,22720,3,899,0
2011-06-29,United Kingdom,22720,80,819,0
2011-06-30,United Kingdom,22720,23,796,0
2011-07-01,United Kingdom,22720,3,793,0
2011-07-03,United Kingdom,22720,1,792,0
2011-07-04,United Kingdom,22720,10,782,0
2011-07-05,United Kingdom,22720,6,776,0
2011-07-06,United Kingdom,22720,4,772,0
2011-07-07,United Kingdom,22720,42,730,0
2011-07-08,United Kingdom,22720,3,727,0
2011-07-11,United Kingdom,22720,37,690,0
2011-07-12,United Kingdom,22720,3,687,0
2011-07-13,United Kingdom,22720,8,679,0
2011-07-14,United Kingdom,22720,16,663,0
2011-07-15,United Kingdom,22720,7,656,0
2011-07-17,United Kingdom,22720,10,646,0
2011-07-18,United Kingdom,22720,21,625,0
2011-07-19,United Kingdom,22720,19,606,0
2011-07-20,United Kingdom,22720,12,594,0
2011-07-21,United Kingdom,22720,13,581,0
2011-07-22,United Kingdom,22720,19,562,0
2011-07-24,United Kingdom,22720,10,552,0
2011-07-25,United Kingdom,22720,17,535,0
2011-07-26,United Kingdom,22720,3,532,0
2011-07-27,United Kingdom,22720,7,525,0
2011-07-28,United Kingdom,22720,7,518,0
2011-07-29,United Kingdom,22720,35,483,0
2011-07-31,United Kingdom,22720,14,469,0
2011-08-01,United Kingdom,22720,43,426,0
2011-08-02,United Kingdom,22720,7,419,0
2011-08-03,United Kingdom,22720,16,403,0
2011-08-04,United Kingdom,22720,48,355,0
2011-08-05,United Kingdom,22720,6,349,0
2011-08-08,United Kingdom,22720,4,345,0
2011-08-09,United Kingdom,22720,6,339,0
2011-08-10,United Kingdom,22720,13,326,0
2011-08-11,United Kingdom,22720,11,315,0
2011-08-12,United Kingdom,22720,33,282,0
2011-08-14,United Kingdom,22720,3,279,0
2011-08-15,United Kingdom,22720,9,270,0
2011-08-16,United Kingdom,22720,3,267,0
2011-08-17,United Kingdom,22720,166,101,1
2011-08-18,United Kingdom,22720,17,983,0
2011-08-19,United Kingdom,22720,7,976,0
2011-08-21,United Kingdom,22720,13,963,0
2011-08-22,United Kingdom,22720,6,957,0
2011-08-23,United Kingdom,22720,8,949,0
2011-08-24,United Kingdom,22720,27,922,0
2011-08-25,United Kingdom,22720,18,904,0
2011-08-26,United Kingdom,22720,6,898,0
2011-08-28,United Kingdom,22720,2,896,0
2011-08-30,United Kingdom,22720,15,881,0
2011-08-31,United Kingdom,22720,12,869,0
2011-09-01,United Kingdom,22720,14,855,0
2011-09-02,United Kingdom,22720,8,847,0
2011-09-04,United Kingdom,22720,15,832,0
2011-09-05,United Kingdom,22720,8,824,0
2011-09-06,United Kingdom,22720,2,822,0
2011-09-07,United Kingdom,22720,5,817,0
2011-09-08,United Kingdom,22720,7,810,0
2011-09-09,United Kingdom,22720,10,800,0
2011-09-11,United Kingdom,22720,57,743,0
2011-09-12,United Kingdom,22720,18,725,0
2011-09-13,United Kingdom,22720,14,711,0
2011-09-14,United Kingdom,22720,8,703,0
2011-09-15,United Kingdom,22720,16,687,0
2011-09-16,United Kingdom,22720,21,666,0
2011-09-18,United Kingdom,22720,17,649,0
2011-09-19,United Kingdom,22720,6,643,0
2011-09-20,United Kingdom,22720,713,0,1
2011-09-21,United Kingdom,22720,22,978,0
2011-09-22,United Kingdom,22720,100,878,0
2011-09-23,United Kingdom,22720,20,858,0
2011-09-25,United Kingdom,22720,21,837,0
2011-09-26,United Kingdom,22720,5,832,0
2011-09-27,United Kingdom,22720,15,817,0
2011-09-28,United Kingdom,22720,32,785,0
2011-09-29,United Kingdom,22720,8,777,0
2011-09-30,United Kingdom,22720,12,765,0
2011-10-02,United Kingdom,22720,1,764,0
2011-10-03,United Kingdom,22720,12,752,0
2011-10-04,United Kingdom,22720,27,725,0
2011-10-05,United Kingdom,22720,9,716,0
2011-10-06,United Kingdom,22720,13,703,0
2011-10-07,United Kingdom,22720,28,675,0
2011-10-09,United Kingdom,22720,6,669,0
2011-10-10,United Kingdom,22720,20,649,0
2011-10-11,United Kingdom,22720,39,610,0
2011-10-12,United Kingdom,22720,15,595,0
2011-10-13,United Kingdom,22720,17,578,0
2011-10-14,United Kingdom,22720,36,542,0
2011-10-16,United Kingdom,22720,4,538,0
2011-10-17,United Kingdom,22720,6,532,0
2011-10-18,United Kingdom,22720,25,507,0
2011-10-19,United Kingdom,22720,15,492,0
2011-10-20,United Kingdom,22720,10,482,0
2011-10-21,United Kingdom,22720,12,470,0
2011-10-23,United Kingdom,22720,4,466,0
2011-10-24,United Kingdom,22720,10,456,0
2011-10-25,United Kingdom,22720,24,432,0
2011-10-26,United Kingdom,22720,13,419,0
2011-10-27,United Kingdom,22720,27,392,0
2011-10-28,United Kingdom,22720,3,389,0
2011-10-30,United Kingdom,22720,10,379,0
2011-10-31,United Kingdom,22720,19,360,0
2011-11-01,United Kingdom,22720,89,271,0
2011-11-02,United Kingdom,22720,20,251,0
2011-11-03,United Kingdom,22720,16,235,0
2011-11-04,United Kingdom,22720,12,223,0
2011-11-06,United Kingdom,22720,14,209,0
2011-11-07,United Kingdom,22720,10,199,1
2011-11-08,United Kingdom,22720,26,974,0
2011-11-09,United Kingdom,22720,14,960,0
2011-11-10,United Kingdom,22720,19,941,0
2011-11-11,United Kingdom,22720,10,931,0
2011-11-13,United Kingdom,22720,18,913,0
2011-11-14,United Kingdom,22720,3,910,0
2011-11-15,United Kingdom,22720,19,891,0
2011-11-16,United Kingdom,22720,26,865,0
2011-11-17,United Kingdom,22720,24,841,0
2011-11-18,United Kingdom,22720,15,826,0
2011-11-20,United Kingdom,22720,11,815,0
2011-11-21,United Kingdom,22720,3,812,0
2011-11-22,United Kingdom,22720,7,805,0
2011-11-23,United Kingdom,22720,26,779,0
2011-11-24,United Kingdom,22720,15,764,0
2011-11-25,United Kingdom,22720,11,753,0
2011-11-27,United Kingdom,22720,2,751,0
2011-11-28,United Kingdom,22720,8,743,0
2011-11-29,United Kingdom,22720,82,661,0
2011-11-30,United Kingdom,22720,10,651,0
2011-12-01,United Kingdom,22720,19,632,0
2011-12-02,United Kingdom,22720,19,613,0
2011-12-05,United Kingdom,22720,41,572,0
2011-12-06,United Kingdom,22720,7,565,0
2011-12-07,United Kingdom,22720,12,553,0
2011-12-08,United Kingdom,22720,32,521,0
2011-12-09,United Kingdom,22720,2,519,0
2010-12-01,United Kingdom,22726,35,965,0
2010-12-02,United Kingdom,22726,68,897,0
2010-12-03,United Kingdom,22726,5,892,0
2010-12-05,United Kingdom,22726,34,858,0
2010-12-06,United Kingdom,22726,12,846,0
2010-12-07,United Kingdom,22726,17,829,0
2010-12-08,United Kingdom,22726,24,805,0
2010-12-09,United Kingdom,22726,31,774,0
2010-12-10,United Kingdom,22726,61,713,0
2010-12-12,United Kingdom,22726,22,691,0
2010-12-13,United Kingdom,22726,12,679,0
2010-12-14,United Kingdom,22726,40,639,0
2010-12-15,United Kingdom,22726,8,631,0
2010-12-16,United Kingdom,22726,12,619,0
2010-12-17,United Kingdom,22726,9,610,0
2010-12-19,United Kingdom,22726,9,601,0
2010-12-20,United Kingdom,22726,26,575,0
2010-12-21,United Kingdom,22726,16,559,0
2011-01-04,United Kingdom,22726,11,548,0
2011-01-05,United Kingdom,22726,20,528,0
2011-01-06,United Kingdom,22726,6,522,0
2011-01-07,United Kingdom,22726,26,496,0
2011-01-09,United Kingdom,22726,14,482,0
2011-01-10,United Kingdom,22726,12,470,0
2011-01-11,United Kingdom,22726,7,463,0
2011-01-12,United Kingdom,22726,9,454,0
2011-01-14,United Kingdom,22726,1,453,0
2011-01-16,United Kingdom,22726,3,450,0
2011-01-17,United Kingdom,22726,7,443,0
2011-01-19,United Kingdom,22726,6,437,0
2011-01-20,United Kingdom,22726,18,419,0
2011-01-21,United Kingdom,22726,5,414,0
2011-01-23,United Kingdom,22726,10,404,0
2011-01-25,United Kingdom,22726,18,386,0
2011-01-26,United Kingdom,22726,2,384,0
2011-01-28,United Kingdom,22726,5,379,0
2011-01-30,United Kingdom,22726,1,378,0
2011-01-31,United Kingdom,22726,1,377,0
2011-02-01,United Kingdom,22726,16,361,0
2011-02-02,United Kingdom,22726,2,359,0
2011-02-03,United Kingdom,22726,12,347,0
2011-02-04,United Kingdom,22726,7,340,0
2011-02-06,United Kingdom,22726,6,334,0
2011-02-08,United Kingdom,22726,1,333,0
2011-02-10,United Kingdom,22726,8,325,0
2011-02-11,United Kingdom,22726,25,300,0
2011-02-13,United Kingdom,22726,1,299,0
2011-02-14,United Kingdom,22726,7,292,0
2011-02-15,United Kingdom,22726,26,266,0
2011-02-16,United Kingdom,22726,5,261,0
2011-02-17,United Kingdom,22726,12,249,0
2011-02-18,United Kingdom,22726,8,241,0
2011-02-20,United Kingdom,22726,4,237,0
2011-02-21,United Kingdom,22726,7,230,0
2011-02-22,United Kingdom,22726,21,209,0
2011-02-23,United Kingdom,22726,11,198,1
2011-02-24,United Kingdom,22726,16,984,0
2011-02-25,United Kingdom,22726,8,976,0
2011-02-27,United Kingdom,22726,11,965,0
2011-02-28,United Kingdom,22726,10,955,0
2011-03-01,United Kingdom,22726,1,954,0
2011-03-02,United Kingdom,22726,16,938,0
2011-03-03,United Kingdom,22726,4,934,0
2011-03-04,United Kingdom,22726,7,927,0
2011-03-06,United Kingdom,22726,7,920,0
2011-03-07,United Kingdom,22726,13,907,0
2011-03-08,United Kingdom,22726,8,899,0
2011-03-09,United Kingdom,22726,4,895,0
2011-03-10,United Kingdom,22726,5,890,0
2011-03-11,United Kingdom,22726,6,884,0
2011-03-14,United Kingdom,22726,4,880,0
2011-03-15,United Kingdom,22726,22,858,0
2011-03-17,United Kingdom,22726,3,855,0
2011-03-18,United Kingdom,22726,19,836,0
2011-03-20,United Kingdom,22726,17,819,0
2011-03-21,United Kingdom,22726,5,814,0
2011-03-22,United Kingdom,22726,30,784,0
2011-03-23,United Kingdom,22726,24,760,0
2011-03-24,United Kingdom,22726,4,756,0
2011-03-25,United Kingdom,22726,6,750,0
2011-03-27,United Kingdom,22726,2,748,0
2011-03-28,United Kingdom,22726,2,746,0
2011-03-29,United Kingdom,22726,53,693,0
2011-03-30,United Kingdom,22726,8,685,0
2011-03-31,United Kingdom,22726,11,674,0
2011-04-01,United Kingdom,22726,17,657,0
2011-04-04,United Kingdom,22726,36,621,0
2011-04-05,United Kingdom,22726,302,319,0
2011-04-06,United Kingdom,22726,41,278,0
2011-04-07,United Kingdom,22726,5,273,0
2011-04-10,United Kingdom,22726,2,271,0
2011-04-11,United Kingdom,22726,3,268,0
2011-04-12,United Kingdom,22726,32,236,0
2011-04-13,United Kingdom,22726,2,234,0
2011-04-14,United Kingdom,22726,2,232,0
2011-04-15,United Kingdom,22726,4,228,0
2011-04-20,United Kingdom,22726,3,225,0
2011-04-26,United Kingdom,22726,2,223,0
2011-05-03,United Kingdom,22726,7,216,0
2011-05-10,United Kingdom,22726,3,213,0
2011-05-13,United Kingdom,22726,1,212,0
2011-06-16,United Kingdom,22726,91,121,1
2011-06-17,United Kingdom,22726,22,978,0
2011-06-19,United Kingdom,22726,16,962,0
2011-06-20,United Kingdom,22726,213,749,0
2011-06-22,United Kingdom,22726,24,725,0
2011-06-23,United Kingdom,22726,17,708,0
2011-06-24,United Kingdom,22726,6,702,0
2011-06-26,United Kingdom,22726,32,670,0
2011-06-27,United Kingdom,22726,10,660,0
2011-06-28,United Kingdom,22726,28,632,0
2011-06-29,United Kingdom,22726,4,628,0
2011-06-30,United Kingdom,22726,33,595,0
2011-07-01,United Kingdom,22726,8,587,0
2011-07-03,United Kingdom,22726,1,586,0
2011-07-04,United Kingdom,22726,14,572,0
2011-07-05,United Kingdom,22726,37,535,0
2011-07-06,United Kingdom,22726,32,503,0
2011-07-07,United Kingdom,22726,13,490,0
2011-07-08,United Kingdom,22726,1,489,0
2011-07-10,United Kingdom,22726,1,488,0
2011-07-11,United Kingdom,22726,12,476,0
2011-07-12,United Kingdom,22726,20,456,0
2011-07-13,United Kingdom,22726,2,454,0
2011-07-14,United Kingdom,22726,3,451,0
2011-07-15,United Kingdom,22726,8,443,0
2011-07-17,United Kingdom,22726,6,437,0
2011-07-18,United Kingdom,22726,5,432,0
2011-07-19,United Kingdom,22726,23,409,0
2011-07-20,United Kingdom,22726,23,386,0
2011-07-21,United Kingdom,22726,4,382,0
2011-07-22,United Kingdom,22726,12,370,0
2011-07-24,United Kingdom,22726,5,365,0
2011-07-25,United Kingdom,22726,19,346,0
2011-07-26,United Kingdom,22726,18,328,0
2011-07-27,United Kingdom,22726,2,326,0
2011-07-28,United Kingdom,22726,44,282,0
2011-07-29,United Kingdom,22726,12,270,0
2011-07-31,United Kingdom,22726,12,258,0
2011-08-02,United Kingdom,22726,13,245,0
2011-08-03,United Kingdom,22726,29,216,0
2011-08-04,United Kingdom,22726,28,188,1
2011-08-05,United Kingdom,22726,12,988,0
2011-08-08,United Kingdom,22726,17,971,0
2011-08-09,United Kingdom,22726,30,941,0
2011-08-10,United Kingdom,22726,9,932,0
2011-08-11,United Kingdom,22726,17,915,0
2011-08-12,United Kingdom,22726,4,911,0
2011-08-14,United Kingdom,22726,3,908,0
2011-08-15,United Kingdom,22726,9,899,0
2011-08-16,United Kingdom,22726,9,890,0
2011-08-17,United Kingdom,22726,13,877,0
2011-08-18,United Kingdom,22726,12,865,0
2011-08-19,United Kingdom,22726,36,829,0
2011-08-21,United Kingdom,22726,20,809,0
2011-08-22,United Kingdom,22726,217,592,0
2011-08-23,United Kingdom,22726,16,576,0
2011-08-24,United Kingdom,22726,17,559,0
2011-08-25,United Kingdom,22726,36,523,0
2011-08-26,United Kingdom,22726,6,517,0
2011-08-28,United Kingdom,22726,9,508,0
2011-08-30,United Kingdom,22726,9,499,0
2011-08-31,United Kingdom,22726,12,487,0
2011-09-01,United Kingdom,22726,44,443,0
2011-09-02,United Kingdom,22726,4,439,0
2011-09-04,United Kingdom,22726,15,424,0
2011-09-05,United Kingdom,22726,25,399,0
2011-09-06,United Kingdom,22726,20,379,0
2011-09-07,United Kingdom,22726,1,378,0
2011-09-08,United Kingdom,22726,17,361,0
2011-09-09,United Kingdom,22726,11,350,0
2011-09-11,United Kingdom,22726,14,336,0
2011-09-12,United Kingdom,22726,12,324,0
2011-09-13,United Kingdom,22726,33,291,0
2011-09-14,United Kingdom,22726,8,283,0
2011-09-15,United Kingdom,22726,9,274,0
2011-09-16,United Kingdom,22726,33,241,0
2011-09-18,United Kingdom,22726,57,184,1
2011-09-19,United Kingdom,22726,12,988,0
2011-09-20,United Kingdom,22726,25,963,0
2011-09-21,United Kingdom,22726,34,929,0
2011-09-22,United Kingdom,22726,7,922,0
2011-09-23,United Kingdom,22726,11,911,0
2011-09-25,United Kingdom,22726,39,872,0
2011-09-26,United Kingdom,22726,22,850,0
2011-09-27,United Kingdom,22726,17,833,0
2011-09-28,United Kingdom,22726,47,786,0
2011-09-29,United Kingdom,22726,9,777,0
2011-09-30,United Kingdom,22726,20,757,0
2011-10-02,United Kingdom,22726,3,754,0
2011-10-03,United Kingdom,22726,111,643,0
2011-10-04,United Kingdom,22726,49,594,0
2011-10-05,United Kingdom,22726,24,570,0
2011-10-06,United Kingdom,22726,17,553,0
2011-10-07,United Kingdom,22726,26,527,0
2011-10-10,United Kingdom,22726,22,505,0
2011-10-11,United Kingdom,22726,19,486,0
2011-10-12,United Kingdom,22726,25,461,0
2011-10-13,United Kingdom,22726,10,451,0
2011-10-14,United Kingdom,22726,21,430,0
2011-10-16,United Kingdom,22726,5,425,0
2011-10-17,United Kingdom,22726,12,413,0
2011-10-18,United Kingdom,22726,15,398,0
2011-10-19,United Kingdom,22726,18,380,0
2011-10-20,United Kingdom,22726,6,374,0
2011-10-21,United Kingdom,22726,13,361,0
2011-10-23,United Kingdom,22726,2,359,0
2011-10-24,United Kingdom,22726,9,350,0
2011-10-25,United Kingdom,22726,239,111,1
2011-10-26,United Kingdom,22726,23,977,0
2011-10-27,United Kingdom,22726,39,938,0
2011-10-28,United Kingdom,22726,83,855,0
2011-10-30,United Kingdom,22726,59,796,0
2011-10-31,United Kingdom,22726,43,753,0
2011-11-01,United Kingdom,22726,11,742,0
2011-11-02,United Kingdom,22726,18,724,0
2011-11-03,United Kingdom,22726,21,703,0
2011-11-04,United Kingdom,22726,93,610,0
2011-11-06,United Kingdom,22726,14,596,0
2011-11-07,United Kingdom,22726,41,555,0
2011-11-08,United Kingdom,22726,32,523,0
2011-11-09,United Kingdom,22726,41,482,0
2011-11-10,United Kingdom,22726,58,424,0
2011-11-11,United Kingdom,22726,25,399,0
2011-11-13,United Kingdom,22726,10,389,0
2011-11-14,United Kingdom,22726,86,303,0
2011-11-15,United Kingdom,22726,12,291,0
2011-11-16,United Kingdom,22726,31,260,0
2011-11-17,United Kingdom,22726,20,240,0
2011-11-18,United Kingdom,22726,45,195,1
2011-11-20,United Kingdom,22726,19,981,0
2011-11-21,United Kingdom,22726,12,969,0
2011-11-22,United Kingdom,22726,25,944,0
2011-11-23,United Kingdom,22726,30,914,0
2011-11-24,United Kingdom,22726,34,880,0
2011-11-25,United Kingdom,22726,33,847,0
2011-11-27,United Kingdom,22726,20,827,0
2011-11-28,United Kingdom,22726,36,791,0
2011-11-29,United Kingdom,22726,27,764,0
2011-11-30,United Kingdom,22726,65,699,0
2011-12-01,United Kingdom,22726,57,642,0
2011-12-02,United Kingdom,22726,44,598,0
2011-12-04,United Kingdom,22726,13,585,0
2011-12-05,United Kingdom,22726,41,544,0
2011-12-06,United Kingdom,22726,33,511,0
2011-12-07,United Kingdom,22726,76,435,0
2011-12-08,United Kingdom,22726,50,385,0
2011-12-09,United Kingdom,22726,13,372,0
2010-12-01,United Kingdom,22727,19,981,0
2010-12-02,United Kingdom,22727,88,893,0
2010-12-03,United Kingdom,22727,51,842,0
2010-12-05,United Kingdom,22727,38,804,0
2010-12-06,United Kingdom,22727,22,782,0
2010-12-07,United Kingdom,22727,16,766,0
2010-12-08,United Kingdom,22727,11,755,0
2010-12-09,United Kingdom,22727,31,724,0
2010-12-10,United Kingdom,22727,38,686,0
2010-12-12,United Kingdom,22727,7,679,0
2010-12-13,United Kingdom,22727,10,669,0
2010-12-14,United Kingdom,22727,42,627,0
2010-12-15,United Kingdom,22727,1,626,0
2010-12-16,United Kingdom,22727,14,612,0
2010-12-17,United Kingdom,22727,9,603,0
2010-12-19,United Kingdom,22727,3,600,0
2010-12-20,United Kingdom,22727,21,579,0
2010-12-21,United Kingdom,22727,10,569,0
2010-12-23,United Kingdom,22727,1,568,0
2011-01-04,United Kingdom,22727,11,557,0
2011-01-05,United Kingdom,22727,37,520,0
2011-01-06,United Kingdom,22727,12,508,0
2011-01-07,United Kingdom,22727,24,484,0
2011-01-09,United Kingdom,22727,9,475,0
2011-01-10,United Kingdom,22727,8,467,0
2011-01-11,United Kingdom,22727,11,456,0
2011-01-12,United Kingdom,22727,8,448,0
2011-01-13,United Kingdom,22727,11,437,0
2011-01-14,United Kingdom,22727,9,428,0
2011-01-16,United Kingdom,22727,2,426,0
2011-01-17,United Kingdom,22727,6,420,0
2011-01-18,United Kingdom,22727,1,419,0
2011-01-20,United Kingdom,22727,27,392,0
2011-01-21,United Kingdom,22727,40,352,0
2011-01-23,United Kingdom,22727,11,341,0
2011-01-24,United Kingdom,22727,1,340,0
2011-01-25,United Kingdom,22727,19,321,0
2011-01-26,United Kingdom,22727,3,318,0
2011-01-27,United Kingdom,22727,1,317,0
2011-01-28,United Kingdom,22727,12,305,0
2011-02-01,United Kingdom,22727,13,292,0
2011-02-02,United Kingdom,22727,4,288,0
2011-02-03,United Kingdom,22727,54,234,0
2011-02-04,United Kingdom,22727,13,221,0
2011-02-06,United Kingdom,22727,4,217,0
2011-02-07,United Kingdom,22727,5,212,0
2011-02-08,United Kingdom,22727,2,210,0
2011-02-10,United Kingdom,22727,8,202,0
2011-02-11,United Kingdom,22727,27,175,1
2011-02-14,United Kingdom,22727,6,994,0
2011-02-15,United Kingdom,22727,14,980,0
2011-02-16,United Kingdom,22727,6,974,0
2011-02-17,United Kingdom,22727,11,963,0
2011-02-18,United Kingdom,22727,16,947,0
2011-02-20,United Kingdom,22727,6,941,0
2011-02-21,United Kingdom,22727,1,940,0
2011-02-22,United Kingdom,22727,13,927,0
2011-02-23,United Kingdom,22727,19,908,0
2011-02-24,United Kingdom,22727,12,896,0
2011-02-25,United Kingdom,22727,12,884,0
2011-02-27,United Kingdom,22727,11,873,0
2011-02-28,United Kingdom,22727,6,867,0
2011-03-01,United Kingdom,22727,1,866,0
2011-03-02,United Kingdom,22727,20,846,0
2011-03-03,United Kingdom,22727,1,845,0
2011-03-04,United Kingdom,22727,15,830,0
2011-03-06,United Kingdom,22727,7,823,0
2011-03-07,United Kingdom,22727,13,810,0
2011-03-08,United Kingdom,22727,4,806,0
2011-03-09,United Kingdom,22727,1,805,0
2011-03-10,United Kingdom,22727,6,799,0
2011-03-11,United Kingdom,22727,9,790,0
2011-03-14,United Kingdom,22727,4,786,0
2011-03-15,United Kingdom,22727,9,777,0
2011-03-16,United Kingdom,22727,4,773,0
2011-03-17,United Kingdom,22727,6,767,0
2011-03-18,United Kingdom,22727,17,750,0
2011-03-20,United Kingdom,22727,6,744,0
2011-03-21,United Kingdom,22727,4,740,0
2011-03-22,United Kingdom,22727,27,713,0
2011-03-23,United Kingdom,22727,2,711,0
2011-03-24,United Kingdom,22727,6,705,0
2011-03-25,United Kingdom,22727,4,701,0
2011-03-27,United Kingdom,22727,2,699,0
2011-03-28,United Kingdom,22727,1,698,0
2011-03-29,United Kingdom,22727,24,674,0
2011-03-30,United Kingdom,22727,5,669,0
2011-03-31,United Kingdom,22727,2,667,0
2011-04-01,United Kingdom,22727,16,651,0
2011-04-04,United Kingdom,22727,29,622,0
2011-04-05,United Kingdom,22727,503,119,1
2011-04-06,United Kingdom,22727,28,972,0
2011-04-07,United Kingdom,22727,5,967,0
2011-04-08,United Kingdom,22727,13,954,0
2011-04-10,United Kingdom,22727,2,952,0
2011-04-11,United Kingdom,22727,5,947,0
2011-04-12,United Kingdom,22727,36,911,0
2011-04-13,United Kingdom,22727,4,907,0
2011-04-14,United Kingdom,22727,28,879,0
2011-04-15,United Kingdom,22727,8,871,0
2011-04-18,United Kingdom,22727,19,852,0
2011-04-19,United Kingdom,22727,8,844,0
2011-04-20,United Kingdom,22727,15,829,0
2011-04-21,United Kingdom,22727,15,814,0
2011-04-26,United Kingdom,22727,20,794,0
2011-04-27,United Kingdom,22727,13,781,0
2011-04-28,United Kingdom,22727,29,752,0
2011-05-01,United Kingdom,22727,1,751,0
2011-05-03,United Kingdom,22727,14,737,0
2011-05-04,United Kingdom,22727,13,724,0
2011-05-05,United Kingdom,22727,5,719,0
2011-05-06,United Kingdom,22727,6,713,0
2011-05-08,United Kingdom,22727,17,696,0
2011-05-09,United Kingdom,22727,10,686,0
2011-05-10,United Kingdom,22727,17,669,0
2011-05-11,United Kingdom,22727,26,643,0
2011-05-12,United Kingdom,22727,9,634,0
2011-05-13,United Kingdom,22727,11,623,0
2011-05-15,United Kingdom,22727,4,619,0
2011-05-16,United Kingdom,22727,26,593,0
2011-05-17,United Kingdom,22727,8,585,0
2011-05-18,United Kingdom,22727,18,567,0
2011-05-19,United Kingdom,22727,49,518,0
2011-05-20,United Kingdom,22727,13,505,0
2011-05-22,United Kingdom,22727,2,503,0
2011-05-23,United Kingdom,22727,12,491,0
2011-05-24,United Kingdom,22727,8,483,0
2011-05-25,United Kingdom,22727,3,480,0
2011-05-26,United Kingdom,22727,7,473,0
2011-05-27,United Kingdom,22727,20,453,0
2011-05-29,United Kingdom,22727,2,451,0
2011-05-31,United Kingdom,22727,10,441,0
2011-06-01,United Kingdom,22727,7,434,0
2011-06-02,United Kingdom,22727,18,416,0
2011-06-03,United Kingdom,22727,4,412,0
2011-06-05,United Kingdom,22727,7,405,0
2011-06-06,United Kingdom,22727,10,395,0
2011-06-07,United Kingdom,22727,2,393,0
2011-06-08,United Kingdom,22727,3,390,0
2011-06-09,United Kingdom,22727,5,385,0
2011-06-10,United Kingdom,22727,5,380,0
2011-06-12,United Kingdom,22727,2,378,0
2011-06-13,United Kingdom,22727,1,377,0
2011-06-14,United Kingdom,22727,12,365,0
2011-06-15,United Kingdom,22727,6,359,0
2011-06-16,United Kingdom,22727,20,339,0
2011-06-17,United Kingdom,22727,15,324,0
2011-06-19,United Kingdom,22727,14,310,0
2011-06-20,United Kingdom,22727,6,304,0
2011-06-22,United Kingdom,22727,24,280,0
2011-06-23,United Kingdom,22727,2,278,0
2011-06-26,United Kingdom,22727,1,277,0
2011-06-27,United Kingdom,22727,5,272,0
2011-06-28,United Kingdom,22727,41,231,0
2011-06-29,United Kingdom,22727,8,223,0
2011-06-30,United Kingdom,22727,28,195,1
2011-07-01,United Kingdom,22727,1,999,0
2011-07-03,United Kingdom,22727,1,998,0
2011-07-04,United Kingdom,22727,2,996,0
2011-07-05,United Kingdom,22727,13,983,0
2011-07-06,United Kingdom,22727,28,955,0
2011-07-07,United Kingdom,22727,7,948,0
2011-07-08,United Kingdom,22727,2,946,0
2011-07-11,United Kingdom,22727,10,936,0
2011-07-12,United Kingdom,22727,18,918,0
2011-07-13,United Kingdom,22727,7,911,0
2011-07-14,United Kingdom,22727,6,905,0
2011-07-15,United Kingdom,22727,4,901,0
2011-07-17,United Kingdom,22727,2,899,0
2011-07-18,United Kingdom,22727,5,894,0
2011-07-19,United Kingdom,22727,21,873,0
2011-07-20,United Kingdom,22727,20,853,0
2011-07-21,United Kingdom,22727,12,841,0
2011-07-22,United Kingdom,22727,12,829,0
2011-07-24,United Kingdom,22727,1,828,0
2011-07-25,United Kingdom,22727,3,825,0
2011-07-26,United Kingdom,22727,12,813,0
2011-07-27,United Kingdom,22727,2,811,0
2011-07-28,United Kingdom,22727,4,807,0
2011-07-29,United Kingdom,22727,10,797,0
2011-07-31,United Kingdom,22727,3,794,0
2011-08-02,United Kingdom,22727,4,790,0
2011-08-03,United Kingdom,22727,23,767,0
2011-08-04,United Kingdom,22727,24,743,0
2011-08-05,United Kingdom,22727,4,739,0
2011-08-08,United Kingdom,22727,9,730,0
2011-08-09,United Kingdom,22727,8,722,0
2011-08-10,United Kingdom,22727,5,717,0
2011-08-11,United Kingdom,22727,12,705,0
2011-08-12,United Kingdom,22727,4,701,0
2011-08-14,United Kingdom,22727,2,699,0
2011-08-15,United Kingdom,22727,8,691,0
2011-08-16,United Kingdom,22727,7,684,0
2011-08-17,United Kingdom,22727,10,674,0
2011-08-18,United Kingdom,22727,20,654,0
2011-08-19,United Kingdom,22727,45,609,0
2011-08-21,United Kingdom,22727,20,589,0
